industry,origin_city,dest_tier,shipments_per_day,avg_weight,avg_distance_km,pct_same_day,pct_4hr,peak_window,on_time_importance,current_provider,cur_delivery_time_hr,cur_cost_aed,fuel_cost,driver_wage,vehicle_type,maint_cost_per_km,delay_rate_pct,delay_reason,delay_churn_pct,csat_current,nps_current,repeat_rate,complaint_count,complaint_category,faster_rev_impact,sales_uplift_pct,premium_wtp,cost_vs_speed,switch_likelihood,avg_stops,return_pickups_pct,traffic_level,cold_chain_pct,cust_time_pref,speed_rankings,price_rankings,switch_reason,adoption_drivers,churn_threshold,target_cost_per_km,fuel_sensitivity_pct,desired_cost_redux,roi_months,primary_kpi
e-commerce,Abu Dhabi,Rural,18.85,3.72,17.07,14.09,3.08,10 am–2 pm,1,In-house,3.52,37.11,2.59,27.36,Van,1.38,36.06,Driver shortage,37.34,1,18,4.62,1,Late delivery,Yes,13.8,5.33,Cost over speed,2,8,4,Moderate,47,Morning,"[2, 5, 3, 4, 1]","[1, 2, 3, 4, 5]",Cost,"COD handling, AI ETA accuracy",3 misses,1.37,14.72,13.66,9,On-time %
pharma,Dubai,Tier-2 suburban,46.62,4.38,17.42,20.27,41.75,2–6 pm,1,Competitor B,5.72,74.85,3.3,17.32,Bike,1.02,43.56,Vehicle breakdown,13.41,4,-17,54.65,2,Late delivery,No,33.72,20.0,Both equal,2,6,53,Moderate,98,Evening,"[2, 5, 1, 3, 4]","[5, 1, 4, 2, 3]",Cost,24/7 support,After 1 miss,1.98,27.73,58.78,2,CO₂ emissions
pharma,Dubai,Tier-1 urban,19.03,3.44,15.64,56.34,29.82,10 am–2 pm,5,Traditional 3PL,7.97,19.16,3.12,18.41,Van,0.82,47.93,Wrong routing,23.79,6,-18,39.69,1,Other,No,13.05,5.64,Both equal,3,7,17,Moderate,93,Anytime,"[3, 1, 5, 4, 2]","[2, 3, 5, 4, 1]",Tech features,COD handling,After 1 miss,0.67,10.74,9.72,6,CO₂ emissions
pharma,Dubai,Tier-2 suburban,1.0,5.02,7.81,62.99,47.06,6–10 am,5,Traditional 3PL,7.75,16.94,3.15,12.52,Van,1.27,40.81,Traffic,37.94,9,57,36.27,1,Other,Yes,20.77,3.47,Cost over speed,5,9,76,Moderate,95,Afternoon,"[5, 3, 4, 1, 2]","[5, 3, 4, 1, 2]",Speed,AI ETA accuracy,3 misses,1.38,52.63,47.45,3,Cost per delivery
fashion,Abu Dhabi,Tier-2 suburban,51.83,2.17,6.99,19.04,7.34,2–6 pm,1,Competitor B,2.63,13.33,2.57,19.91,Bike,1.62,14.16,Vehicle breakdown,27.82,5,-82,51.28,0,Late delivery,No,28.01,1.58,Both equal,3,7,64,Heavy,20,Afternoon,"[2, 4, 1, 5, 3]","[2, 1, 3, 4, 5]",Cost,"COD handling, Real-time tracking, CO₂ reporting",Would stay,2.68,3.62,4.81,3,CSAT
pharma,Dubai,Tier-2 suburban,71.74,4.9,25.11,42.02,33.61,6–10 am,4,In-house,7.98,16.85,6.0,17.06,Van,2.47,22.94,Wrong routing,9.64,5,-9,26.45,0,Late delivery,No,22.25,8.71,Cost over speed,3,7,94,Light,6,Afternoon,"[5, 3, 1, 2, 4]","[5, 1, 3, 2, 4]",Cost,"CO₂ reporting, 24/7 support",5 misses,2.2,19.36,28.65,3,CO₂ emissions
pharma,Dubai,Rural,27.0,5.6,9.87,23.44,26.04,2–6 pm,1,Traditional 3PL,6.47,42.57,3.86,28.63,Truck,2.34,37.25,Traffic,28.16,5,64,17.39,1,Late delivery,Yes,7.59,9.98,Both equal,4,3,61,Heavy,85,Evening,"[2, 5, 4, 3, 1]","[4, 1, 3, 2, 5]",Service,"AI ETA accuracy, Real-time tracking, COD handling",3 misses,2.58,18.5,21.46,5,Delivery time
groceries,Sharjah,Tier-1 urban,35.29,5.97,12.12,15.74,44.32,6–10 am,5,Competitor B,2.16,32.93,3.15,19.9,Truck,0.62,37.05,Vehicle breakdown,27.97,3,-27,21.12,2,Damaged goods,Yes,19.41,3.01,Cost over speed,2,6,41,Light,59,Morning,"[3, 1, 4, 5, 2]","[1, 4, 3, 5, 2]",Cost,Real-time tracking,After 1 miss,1.25,8.94,19.36,3,CO₂ emissions
e-commerce,Sharjah,Tier-1 urban,16.82,4.18,10.94,17.69,50.12,6–10 am,5,Competitor B,5.32,16.34,2.6,20.64,Van,5.0,5.73,Driver shortage,41.74,6,-78,24.35,2,High cost,No,26.61,4.42,Both equal,3,5,52,Heavy,71,Afternoon,"[5, 1, 4, 2, 3]","[2, 3, 1, 4, 5]",Speed,"COD handling, Real-time tracking, 24/7 support",3 misses,2.4,28.76,27.89,9,Cost per delivery
fashion,Sharjah,Tier-2 suburban,38.79,13.17,15.62,30.42,10.56,10 am–2 pm,5,In-house,3.38,5.0,2.9,21.6,Van,1.7,22.32,Traffic,9.69,6,29,12.17,0,Late delivery,No,20.15,4.4,Cost over speed,4,2,12,Heavy,57,Morning,"[4, 3, 2, 1, 5]","[5, 4, 1, 2, 3]",Reliability,"AI ETA accuracy, COD handling",5 misses,2.19,30.01,40.91,10,Delivery time
e-commerce,Abu Dhabi,Tier-1 urban,32.51,2.96,11.68,46.57,11.83,2–6 pm,2,Traditional 3PL,3.18,26.43,3.61,23.93,Van,0.73,53.77,Traffic,13.53,7,8,33.53,1,Late delivery,Yes,7.33,7.72,Both equal,2,1,27,Moderate,94,Afternoon,"[4, 5, 1, 2, 3]","[3, 2, 4, 1, 5]",Tech features,Real-time tracking,5 misses,2.25,32.37,25.17,7,CSAT
other,Ajman,Tier-2 suburban,17.94,2.99,13.46,74.25,23.03,6–10 pm,5,Traditional 3PL,7.93,26.2,2.89,22.04,Truck,2.18,8.48,Traffic,15.06,2,-88,65.52,0,Late delivery,No,15.14,6.08,Both equal,5,1,26,Heavy,72,Morning,"[4, 3, 1, 2, 5]","[1, 5, 2, 3, 4]",Cost,"COD handling, 24/7 support, Real-time tracking",3 misses,2.03,32.19,50.45,5,On-time %
fashion,Ras Al Khaimah,Tier-1 urban,23.12,6.74,20.36,18.56,10.97,6–10 am,5,Competitor A,7.22,37.5,3.74,19.07,Truck,1.92,38.08,Vehicle breakdown,20.81,2,-15,26.8,2,Damaged goods,No,41.35,6.62,Cost over speed,5,7,17,Heavy,26,Afternoon,"[2, 3, 4, 5, 1]","[2, 1, 4, 3, 5]",Speed,CO₂ reporting,3 misses,1.76,39.24,22.03,5,Cost per delivery
e-commerce,Ajman,Tier-1 urban,1.0,1.24,7.36,14.53,34.59,6–10 am,4,Competitor B,5.99,25.85,3.31,27.48,Van,1.51,49.05,Wrong routing,9.16,5,72,5.39,2,Damaged goods,No,41.31,1.87,Cost over speed,1,7,19,Light,83,Afternoon,"[3, 1, 2, 4, 5]","[1, 2, 3, 5, 4]",Tech features,"COD handling, AI ETA accuracy",5 misses,2.37,11.93,24.43,3,Delivery time
e-commerce,Sharjah,Tier-1 urban,1.0,1.05,16.03,15.03,23.46,10 am–2 pm,4,Competitor B,4.93,27.87,2.62,16.34,Truck,1.64,41.2,Traffic,57.22,3,92,39.03,1,Late delivery,Yes,10.79,5.04,Cost over speed,1,4,49,Heavy,82,Morning,"[5, 2, 3, 4, 1]","[3, 5, 1, 2, 4]",Cost,"CO₂ reporting, COD handling, AI ETA accuracy",5 misses,2.11,50.88,63.86,5,Delivery time
fashion,Dubai,Tier-2 suburban,1.0,4.55,26.17,28.86,13.54,2–6 pm,2,In-house,4.06,5.48,3.3,15.6,Truck,2.13,32.69,Traffic,22.86,2,-3,12.43,2,Late delivery,Yes,33.14,5.78,Speed over cost,5,2,46,Light,46,Morning,"[1, 4, 3, 5, 2]","[4, 2, 3, 5, 1]",Cost,"AI ETA accuracy, 24/7 support",3 misses,2.97,24.35,19.61,1,Delivery time
electronics,Ras Al Khaimah,Tier-2 suburban,21.09,0.2,20.71,19.27,49.05,10 am–2 pm,1,Competitor B,2.4,25.8,6.0,23.14,Truck,0.62,42.5,Wrong routing,13.65,6,-41,6.56,4,Late delivery,Yes,14.68,5.14,Both equal,4,4,2,Light,73,Afternoon,"[1, 5, 2, 3, 4]","[2, 4, 1, 3, 5]",Cost,"Real-time tracking, 24/7 support, COD handling",5 misses,2.13,45.13,51.52,1,Delivery time
electronics,Dubai,Tier-1 urban,28.8,4.14,4.79,66.54,9.91,10 am–2 pm,1,Traditional 3PL,7.82,25.94,3.61,19.19,Van,1.62,15.86,Traffic,9.25,3,-60,16.27,0,Late delivery,Yes,26.71,6.63,Speed over cost,4,5,58,Moderate,97,Anytime,"[2, 5, 3, 1, 4]","[5, 1, 2, 4, 3]",Speed,"COD handling, AI ETA accuracy",After 1 miss,1.64,18.9,25.56,3,Cost per delivery
fashion,Dubai,Tier-1 urban,41.94,2.54,12.98,21.93,19.38,10 am–2 pm,4,Competitor A,5.18,34.2,2.6,18.74,Truck,1.27,63.14,Driver shortage,15.63,2,-64,7.24,2,Damaged goods,No,28.12,0.39,Cost over speed,3,7,42,Light,21,Afternoon,"[1, 4, 5, 2, 3]","[3, 5, 4, 2, 1]",Speed,24/7 support,3 misses,2.26,27.77,22.04,11,On-time %
e-commerce,Abu Dhabi,Tier-1 urban,54.55,1.76,18.15,25.29,6.05,10 am–2 pm,5,Competitor A,4.81,12.87,2.83,22.4,Truck,1.54,29.08,Traffic,33.99,2,-89,31.03,0,Late delivery,Yes,33.41,20.0,Both equal,1,7,92,Light,80,Morning,"[2, 4, 1, 3, 5]","[1, 3, 5, 4, 2]",Reliability,"24/7 support, COD handling",3 misses,5.0,10.29,24.81,4,Delivery time
pharma,Dubai,Tier-2 suburban,6.01,6.89,7.47,23.48,32.03,10 am–2 pm,4,In-house,4.52,36.58,3.17,21.85,Bike,5.0,24.15,Vehicle breakdown,21.77,5,-29,12.99,1,Poor support,Yes,10.92,5.01,Both equal,3,8,20,Heavy,65,Morning,"[5, 2, 1, 4, 3]","[5, 4, 1, 2, 3]",Reliability,"CO₂ reporting, AI ETA accuracy",Would stay,0.7,10.13,20.26,4,Delivery time
e-commerce,Ras Al Khaimah,Tier-1 urban,55.11,3.65,24.23,26.59,28.55,10 am–2 pm,1,Competitor A,3.02,30.93,3.46,18.18,Truck,1.08,39.55,Vehicle breakdown,31.92,10,95,67.21,2,Poor support,Yes,17.44,7.18,Speed over cost,3,4,25,Heavy,91,Anytime,"[2, 4, 1, 3, 5]","[2, 1, 4, 3, 5]",Reliability,Real-time tracking,After 1 miss,2.37,34.78,28.78,2,Delivery time
fashion,Abu Dhabi,Tier-2 suburban,28.55,0.2,14.0,17.43,29.36,2–6 pm,5,Competitor B,3.67,40.76,3.68,16.38,Van,1.21,22.57,Traffic,16.54,9,-74,23.64,1,Damaged goods,Yes,26.96,1.47,Cost over speed,3,4,4,Heavy,48,Afternoon,"[3, 4, 2, 5, 1]","[4, 2, 3, 5, 1]",Speed,"CO₂ reporting, COD handling",5 misses,5.0,16.68,25.93,1,CO₂ emissions
electronics,Abu Dhabi,Tier-2 suburban,48.0,0.2,26.98,35.95,42.09,6–10 pm,4,Traditional 3PL,2.8,13.29,3.74,19.44,Van,1.15,55.22,Traffic,11.5,4,-24,22.31,2,High cost,No,25.6,2.72,Both equal,3,7,7,Moderate,16,Morning,"[4, 5, 2, 3, 1]","[4, 3, 5, 1, 2]",Tech features,COD handling,Would stay,2.51,31.75,48.74,1,CO₂ emissions
pharma,Sharjah,Tier-1 urban,47.92,5.98,18.36,47.89,31.64,2–6 pm,2,Competitor A,6.12,34.14,4.2,20.01,Van,1.33,45.12,Wrong routing,21.31,10,29,41.6,2,Late delivery,Yes,24.16,7.83,Cost over speed,2,6,39,Heavy,94,Evening,"[4, 3, 2, 5, 1]","[3, 5, 1, 2, 4]",Speed,24/7 support,3 misses,1.89,20.17,33.58,6,On-time %
e-commerce,Abu Dhabi,Tier-2 suburban,39.64,8.24,9.73,50.54,6.29,10 am–2 pm,1,Traditional 3PL,4.58,11.79,2.98,20.65,Van,1.21,15.81,Driver shortage,41.79,7,1,60.95,0,Damaged goods,Yes,24.2,0.0,Cost over speed,5,4,66,Light,48,Morning,"[4, 3, 5, 1, 2]","[3, 4, 2, 5, 1]",Cost,COD handling,5 misses,1.08,9.09,38.43,4,Cost per delivery
pharma,Dubai,Tier-1 urban,43.05,8.14,12.81,12.49,13.57,10 am–2 pm,2,Competitor A,7.39,5.0,4.46,21.42,Truck,2.3,30.83,Driver shortage,18.13,8,-93,10.0,1,Damaged goods,Yes,39.85,5.05,Cost over speed,3,9,6,Heavy,5,Morning,"[2, 4, 1, 3, 5]","[5, 1, 4, 2, 3]",Speed,"COD handling, AI ETA accuracy",5 misses,2.64,24.42,22.66,1,CSAT
pharma,Sharjah,Tier-2 suburban,48.93,0.93,15.66,42.51,22.19,6–10 am,5,Competitor B,4.92,37.09,3.74,25.81,Van,1.65,40.03,Vehicle breakdown,38.78,3,-89,11.05,1,Late delivery,Yes,25.65,0.0,Cost over speed,2,4,73,Moderate,78,Morning,"[3, 4, 2, 5, 1]","[3, 2, 5, 1, 4]",Service,"CO₂ reporting, AI ETA accuracy, COD handling",3 misses,2.26,15.06,26.67,7,Cost per delivery
electronics,Sharjah,Tier-1 urban,200.0,6.15,8.7,28.07,32.97,2–6 pm,5,Traditional 3PL,8.85,18.63,2.36,24.88,Van,0.73,22.31,Traffic,43.47,3,-21,39.03,2,Other,No,30.17,4.46,Cost over speed,3,3,34,Heavy,75,Morning,"[4, 1, 3, 5, 2]","[2, 5, 1, 4, 3]",Reliability,"24/7 support, Real-time tracking, AI ETA accuracy",After 1 miss,2.46,45.74,15.84,3,CO₂ emissions
electronics,Abu Dhabi,Tier-1 urban,200.0,6.03,23.07,24.37,29.0,10 am–2 pm,1,Competitor A,6.86,29.57,2.76,20.91,Bike,4.8,13.11,Traffic,41.29,10,-74,32.09,1,Damaged goods,No,8.8,7.9,Cost over speed,1,8,19,Moderate,61,Evening,"[5, 2, 1, 3, 4]","[5, 3, 4, 2, 1]",Reliability,"24/7 support, AI ETA accuracy, CO₂ reporting",Would stay,3.22,25.49,19.16,8,Delivery time
fashion,Sharjah,Tier-2 suburban,28.32,0.2,5.48,19.83,7.97,6–10 pm,3,In-house,4.19,18.8,2.95,17.48,Van,1.5,29.7,Driver shortage,15.04,2,46,46.03,0,Other,Yes,24.95,1.96,Both equal,2,4,40,Heavy,24,Afternoon,"[2, 1, 4, 5, 3]","[4, 3, 5, 1, 2]",Tech features,"Real-time tracking, 24/7 support, COD handling",After 1 miss,2.44,44.99,24.57,2,CSAT
groceries,Dubai,Tier-1 urban,63.47,2.05,7.98,44.53,21.33,10 am–2 pm,2,Traditional 3PL,4.92,33.05,2.0,10.0,Van,1.91,7.14,Driver shortage,17.0,9,-12,33.91,2,Late delivery,Yes,32.18,1.12,Both equal,3,6,15,Heavy,42,Evening,"[1, 3, 4, 2, 5]","[1, 4, 5, 3, 2]",Speed,"24/7 support, AI ETA accuracy",3 misses,0.8,14.38,36.1,2,CSAT
e-commerce,Dubai,Tier-2 suburban,36.18,6.78,11.44,53.74,8.28,2–6 pm,2,Traditional 3PL,3.03,22.29,3.15,11.59,Van,2.08,38.79,Vehicle breakdown,54.25,2,18,47.25,1,Late delivery,Yes,27.15,3.63,Cost over speed,2,1,6,Heavy,24,Afternoon,"[1, 2, 4, 3, 5]","[4, 3, 5, 1, 2]",Cost,"COD handling, 24/7 support",3 misses,2.37,6.59,28.05,4,Delivery time
electronics,Dubai,Tier-2 suburban,47.54,6.75,21.11,25.92,22.51,2–6 pm,1,Competitor A,3.86,24.71,3.46,21.29,Van,1.21,38.87,Traffic,44.25,4,-78,64.5,1,Late delivery,Yes,21.36,0.0,Both equal,3,5,38,Moderate,80,Afternoon,"[2, 3, 4, 1, 5]","[5, 2, 4, 3, 1]",Tech features,"Real-time tracking, 24/7 support, AI ETA accuracy",3 misses,2.03,50.87,51.02,10,On-time %
fashion,Dubai,Tier-2 suburban,21.06,9.69,25.84,26.55,44.39,10 am–2 pm,4,Competitor B,4.48,28.98,3.14,18.61,Bike,1.96,15.12,Customs,11.31,2,-80,75.0,1,Damaged goods,Yes,16.16,0.0,Cost over speed,2,9,28,Heavy,53,Afternoon,"[4, 3, 1, 2, 5]","[5, 1, 3, 2, 4]",Speed,"Real-time tracking, CO₂ reporting, AI ETA accuracy",Would stay,1.58,46.8,23.27,1,Delivery time
groceries,Ajman,Tier-1 urban,58.71,3.41,26.92,17.24,18.61,2–6 pm,1,Competitor A,5.29,28.65,3.62,19.81,Van,1.73,8.71,Traffic,47.36,2,-8,30.2,1,Poor support,No,17.13,0.0,Both equal,4,1,12,Heavy,79,Afternoon,"[5, 3, 1, 4, 2]","[5, 1, 3, 4, 2]",Cost,"COD handling, Real-time tracking, 24/7 support",After 1 miss,2.91,40.03,25.59,11,Cost per delivery
fashion,Ajman,Tier-2 suburban,46.95,0.66,21.28,17.8,5.27,6–10 pm,5,Competitor A,4.42,18.4,2.36,20.22,Bike,2.01,28.35,Traffic,10.23,5,-83,18.39,0,Damaged goods,Yes,26.66,3.48,Speed over cost,1,5,74,Light,71,Morning,"[4, 2, 5, 3, 1]","[5, 1, 2, 3, 4]",Speed,24/7 support,5 misses,1.22,26.15,46.38,6,CSAT
groceries,Dubai,Tier-2 suburban,178.84,6.76,10.75,7.06,6.6,6–10 pm,3,Traditional 3PL,6.68,16.98,3.45,15.5,Van,2.2,15.19,Traffic,45.2,4,-53,23.11,0,Late delivery,Yes,25.43,2.86,Speed over cost,5,2,94,Moderate,41,Evening,"[5, 1, 4, 3, 2]","[5, 1, 4, 2, 3]",Reliability,"CO₂ reporting, AI ETA accuracy",After 1 miss,2.03,31.68,48.24,7,Delivery time
groceries,Abu Dhabi,Tier-1 urban,21.61,5.04,3.84,13.14,25.18,2–6 pm,2,In-house,6.06,13.63,3.22,50.0,Van,0.86,2.69,Traffic,24.11,8,52,28.54,1,Late delivery,Yes,29.99,4.14,Cost over speed,5,8,84,Light,19,Anytime,"[5, 4, 2, 3, 1]","[1, 2, 4, 5, 3]",Reliability,"AI ETA accuracy, Real-time tracking",After 1 miss,1.37,16.34,61.38,8,CO₂ emissions
groceries,Sharjah,Tier-2 suburban,1.0,0.2,21.79,2.7,39.45,6–10 am,3,Traditional 3PL,5.63,19.22,4.26,10.0,Bike,0.95,46.75,Vehicle breakdown,12.17,8,-37,12.25,1,Late delivery,No,34.05,4.64,Both equal,5,8,35,Heavy,78,Afternoon,"[4, 5, 1, 3, 2]","[2, 5, 4, 1, 3]",Tech features,"24/7 support, COD handling, AI ETA accuracy",5 misses,2.24,13.32,16.88,10,On-time %
e-commerce,Dubai,Rural,75.5,3.37,24.91,14.68,41.83,2–6 pm,1,Traditional 3PL,7.59,30.48,2.98,17.31,Truck,1.74,47.89,Traffic,31.19,10,-9,4.54,1,Late delivery,No,36.04,9.51,Speed over cost,5,4,2,Light,12,Afternoon,"[4, 1, 2, 5, 3]","[1, 4, 3, 5, 2]",Speed,"Real-time tracking, 24/7 support",After 1 miss,1.91,30.75,30.95,11,On-time %
e-commerce,Dubai,Tier-1 urban,21.65,6.08,31.86,49.72,22.06,2–6 pm,3,Competitor A,1.14,13.48,6.0,23.95,Van,1.03,35.69,Wrong routing,21.41,2,85,22.4,1,High cost,Yes,13.83,5.18,Both equal,3,9,19,Heavy,48,Morning,"[5, 4, 3, 2, 1]","[2, 3, 1, 4, 5]",Cost,"AI ETA accuracy, Real-time tracking",3 misses,1.65,22.87,53.53,8,Delivery time
e-commerce,Ras Al Khaimah,Rural,33.02,3.13,27.42,57.97,21.1,10 am–2 pm,5,Competitor A,4.27,35.85,4.37,20.62,Van,0.99,42.15,Traffic,65.28,4,-78,16.29,3,High cost,No,6.59,4.75,Speed over cost,1,2,49,Moderate,47,Anytime,"[2, 3, 5, 4, 1]","[5, 2, 1, 3, 4]",Tech features,"CO₂ reporting, COD handling",Would stay,1.49,19.5,6.79,1,CO₂ emissions
electronics,Sharjah,Tier-1 urban,72.84,5.0,14.18,16.87,22.41,6–10 am,1,Competitor A,6.92,21.89,3.41,14.93,Van,1.41,29.11,Traffic,21.32,2,-25,52.7,0,Late delivery,Yes,42.38,0.05,Both equal,1,6,16,Light,33,Anytime,"[4, 2, 3, 1, 5]","[3, 4, 5, 2, 1]",Cost,"24/7 support, CO₂ reporting",5 misses,2.3,15.44,31.47,6,Cost per delivery
pharma,Ras Al Khaimah,Tier-1 urban,14.76,2.54,11.37,74.52,18.16,6–10 am,2,Competitor B,7.4,24.31,3.14,13.11,Van,1.14,45.51,Customs,15.35,5,44,30.2,0,Late delivery,Yes,38.09,5.92,Both equal,1,9,34,Heavy,97,Anytime,"[4, 2, 1, 3, 5]","[4, 1, 5, 2, 3]",Reliability,"Real-time tracking, CO₂ reporting, AI ETA accuracy",5 misses,1.69,9.79,10.29,6,Delivery time
groceries,Dubai,Tier-1 urban,46.56,3.61,14.84,17.05,39.25,6–10 am,4,Competitor B,8.56,20.09,3.65,23.61,Van,1.04,7.43,Vehicle breakdown,21.65,7,-2,64.06,0,Late delivery,Yes,46.83,6.1,Cost over speed,5,5,42,Light,98,Morning,"[2, 4, 5, 3, 1]","[5, 1, 3, 4, 2]",Cost,"Real-time tracking, 24/7 support",After 1 miss,2.5,9.31,21.43,7,Delivery time
other,Sharjah,Tier-2 suburban,76.83,4.59,8.72,24.84,15.64,2–6 pm,1,Traditional 3PL,3.36,26.84,3.14,26.68,Van,1.52,35.18,Traffic,21.12,2,71,6.31,0,Late delivery,No,44.88,4.69,Cost over speed,4,4,88,Moderate,17,Anytime,"[1, 3, 2, 4, 5]","[1, 2, 5, 3, 4]",Service,"COD handling, Real-time tracking, CO₂ reporting",After 1 miss,1.19,16.04,56.17,10,Cost per delivery
e-commerce,Dubai,Tier-1 urban,41.31,4.21,3.87,31.4,4.42,10 am–2 pm,2,Competitor A,6.03,18.41,6.0,20.2,Van,1.62,59.84,Wrong routing,8.56,4,15,24.36,2,Late delivery,Yes,13.25,4.72,Cost over speed,4,3,59,Heavy,35,Morning,"[2, 1, 5, 4, 3]","[2, 5, 1, 4, 3]",Tech features,CO₂ reporting,5 misses,2.79,60.47,15.87,11,Cost per delivery
groceries,Dubai,Rural,77.42,2.91,5.76,6.73,27.61,6–10 am,5,Competitor A,2.52,5.0,3.1,14.15,Van,1.58,24.09,Vehicle breakdown,18.48,8,-31,39.62,2,Other,Yes,50.16,6.03,Both equal,3,9,87,Moderate,13,Afternoon,"[2, 4, 3, 5, 1]","[2, 1, 4, 5, 3]",Cost,"Real-time tracking, AI ETA accuracy",5 misses,2.4,32.86,20.12,3,CSAT
fashion,Abu Dhabi,Tier-2 suburban,110.65,2.34,17.05,23.11,37.15,10 am–2 pm,2,Traditional 3PL,3.74,31.66,3.75,16.35,Bike,2.38,15.03,Vehicle breakdown,7.42,4,91,41.61,2,High cost,No,8.74,3.5,Cost over speed,3,4,15,Moderate,74,Afternoon,"[3, 2, 5, 1, 4]","[2, 5, 3, 4, 1]",Cost,24/7 support,After 1 miss,1.97,43.32,75.01,6,On-time %
e-commerce,Dubai,Tier-2 suburban,56.24,5.34,8.04,39.88,47.68,10 am–2 pm,5,Competitor B,6.95,19.46,6.0,26.12,Truck,1.65,28.73,Driver shortage,9.11,9,-77,56.55,1,Late delivery,No,5.38,20.0,Cost over speed,1,8,8,Heavy,18,Anytime,"[1, 2, 5, 4, 3]","[2, 5, 3, 4, 1]",Tech features,"AI ETA accuracy, COD handling, CO₂ reporting",3 misses,0.89,20.72,64.93,7,CSAT
e-commerce,Dubai,Tier-1 urban,32.62,7.54,26.21,13.26,0.34,6–10 am,5,Traditional 3PL,5.06,32.8,2.57,10.0,Truck,1.22,38.9,Wrong routing,10.19,3,-11,31.96,1,Late delivery,Yes,20.56,8.87,Both equal,5,9,67,Heavy,60,Evening,"[3, 2, 4, 1, 5]","[2, 4, 3, 5, 1]",Service,COD handling,3 misses,2.2,20.88,26.79,7,On-time %
pharma,Dubai,Rural,19.76,4.84,16.48,4.2,37.44,6–10 am,3,Traditional 3PL,4.53,9.96,2.27,23.35,Van,1.94,38.97,Driver shortage,38.47,6,-64,30.41,1,Late delivery,Yes,34.85,9.09,Cost over speed,1,1,90,Light,48,Evening,"[5, 3, 1, 4, 2]","[3, 2, 1, 5, 4]",Cost,CO₂ reporting,3 misses,0.5,5.96,14.66,7,CSAT
e-commerce,Dubai,Tier-2 suburban,39.37,0.2,11.73,84.41,10.51,6–10 am,1,Traditional 3PL,4.41,10.71,2.92,10.09,Bike,1.55,13.21,Traffic,63.72,6,-100,22.9,1,Other,Yes,11.23,1.07,Both equal,2,8,49,Light,12,Anytime,"[5, 1, 4, 3, 2]","[4, 2, 3, 5, 1]",Cost,COD handling,3 misses,2.58,68.2,11.11,8,CO₂ emissions
other,Sharjah,Tier-1 urban,1.0,0.94,4.46,5.97,25.37,2–6 pm,4,Traditional 3PL,3.09,21.25,3.35,10.0,Bike,1.28,4.14,Wrong routing,13.99,4,-30,17.74,0,High cost,Yes,39.8,1.18,Both equal,1,8,51,Moderate,64,Afternoon,"[2, 5, 3, 1, 4]","[3, 5, 2, 1, 4]",Speed,"24/7 support, Real-time tracking",After 1 miss,2.72,30.8,27.5,3,On-time %
fashion,Abu Dhabi,Tier-2 suburban,15.88,1.74,7.04,27.86,25.02,6–10 am,1,Traditional 3PL,7.82,21.47,3.46,17.77,Van,1.52,33.01,Wrong routing,57.1,8,-96,24.21,1,Late delivery,Yes,24.13,1.82,Both equal,5,3,25,Moderate,86,Evening,"[5, 1, 2, 4, 3]","[4, 5, 3, 2, 1]",Service,"AI ETA accuracy, CO₂ reporting",3 misses,1.73,21.89,69.38,10,Delivery time
electronics,Dubai,Tier-2 suburban,31.46,0.2,16.61,30.61,34.37,10 am–2 pm,3,Traditional 3PL,4.34,15.93,2.89,30.97,Bike,1.97,25.62,Vehicle breakdown,38.25,8,66,61.42,0,Late delivery,No,71.93,4.33,Speed over cost,5,6,15,Moderate,11,Morning,"[5, 4, 1, 3, 2]","[3, 5, 4, 2, 1]",Cost,"AI ETA accuracy, CO₂ reporting, 24/7 support",Would stay,2.29,24.05,23.17,3,CSAT
fashion,Dubai,Tier-2 suburban,42.56,6.65,19.85,18.0,39.4,6–10 am,3,Competitor B,2.94,14.65,2.24,23.22,Van,1.8,32.4,Traffic,41.46,3,-24,23.69,2,Late delivery,Yes,21.01,20.0,Both equal,1,6,23,Moderate,12,Afternoon,"[2, 5, 1, 4, 3]","[4, 1, 3, 5, 2]",Reliability,"AI ETA accuracy, 24/7 support",3 misses,2.36,29.41,63.43,10,CO₂ emissions
fashion,Dubai,Tier-1 urban,70.27,0.63,1.0,43.84,32.85,6–10 am,2,Traditional 3PL,5.77,28.18,2.85,21.32,Truck,1.04,7.77,Traffic,29.02,2,15,51.58,0,Late delivery,Yes,19.63,5.82,Both equal,3,9,22,Moderate,10,Morning,"[4, 3, 5, 1, 2]","[4, 2, 5, 3, 1]",Cost,Real-time tracking,3 misses,2.34,30.21,22.83,7,CSAT
e-commerce,Sharjah,Tier-1 urban,29.59,4.25,2.0,54.77,9.75,10 am–2 pm,5,Competitor B,6.84,40.34,2.68,18.67,Truck,1.98,45.1,Traffic,5.69,10,64,37.14,0,Late delivery,No,49.5,10.03,Speed over cost,5,8,81,Heavy,7,Anytime,"[1, 5, 4, 2, 3]","[1, 2, 4, 3, 5]",Speed,"CO₂ reporting, AI ETA accuracy, COD handling",3 misses,2.81,36.97,27.25,10,Cost per delivery
